review_id,order_id,enreview,delivery,product,service,delivery_sent,product_sent,service_sent
53d5d2c0713c5c75d5dc016a2eb12546,336849260da128bf88be93e5bd4d15be,i received it earlier than expected,none,none,none,0,0,0
a8cb2e8b615b19d7212f5335d343977b,58cc4646b6b5a706c9314c302ae00714,i received a terrible product different from the one i ordered,none,a terrible product,none,0,-1,0
b9de875196e8d04b7195e85cbedeec9b,631bf0797fc3480d6eae9757b0c816b4,excellent very generous and fast delivery i recommend to everyone,fast delivery,none,excellent very generous and fast delivery i recommend to everyone,1,0,1
21dfbee68a7149226a3bc04699ce8b07,e0162395d367ee9b019d565333294e14,meets expectations product in perfect condition,none,product in perfect condition,none,0,1,0
6fce019c29d1537049b59c60c2cc712b,1b8ad3ea3b815c2a51fe5b7d9a6492e7,hello unfortunately the product did not come as advertised it was supposed to be a doormat but what arrived is practically a rubber mat that has no use as a rug i would like to proceed with the return,what arrived is practically a rubber mat that has no use as a rug,product did not come as advertised it was supposed to be a doormat but what arrived is practically a rubber mat that has no use as a rug,none,-1,-1,0
4582e639e5abd14047073ea79ce62688,4a65f44b9d88b8af9f97037e89366abe,i liked the product it met what the seller was saying translation i liked the product and it fulfilled what the salesperson was saying,none,i liked the product and it fulfilled what the salesperson was saying,none,0,1,0
a2d89ce2cd1cf8b5f3b06cdfe48ed138,883fdce7fa0a4c3f8cbee2c10f7cfc08,product delivered in a few days,a few days,none,none,1,0,0
42eff6e5b1a865ad07ee31c7da64aeb6,9da02db988be4c6560597e90391a4cdc,product delivered on time and correctly,delivered on time and correctly,none,none,1,0,0
c7fa438e4e33f8c2f063e1c65fa3f73a,5eea7c72a77d6f2129a92d2d82e79410,the product exceeded expectations it is of great quality and very well finished,none,product of great quality and very well finished,none,0,1,0
2dd7d1c68ae82d39f3696e20cb9c1a3e,2c6e3395e4f4716fc4d23742912ff80d,it 's taking a long time i have n't received my purchase yet,none,none,none,0,0,0
61a597b070ac07d623109c987e117db7,0733aab1e972ab531705cf45a1e77281,i recommend everything went according to plan,none,none,i recommend everything went according to plan,0,0,1
e7e083684e36e759cf2ebf79ec889ae6,82e4be23c247d0fe56f0fb757a26ccd4,very good i ca n't evaluate the product yet because i have n't used it i thought it would fit any valve but i will have to buy one other than that the product was delivered before the expected deadline,the product was delivered before the expected deadline,none,none,1,0,0
7838ac03dae8876c0455255c51873950,4b8bfc23c1469d2169ca53287207a0bd,translation i recommend the product met expectations,none,i recommend the product met expectations,none,0,1,0
5b8c61b957fd400c597693be6c153742,0c35edbaa0be6feafb77f2846a3750fa,the leather of the wallet came off in some parts it is opening more and more i requested an exchange but so far no response i bought it days ago,none,the leather of the wallet came off in some parts it is opening more and more,none,0,1,0
9a2d813e4ee6e5cdd0835d7c6d5acf4b,401de49ffa73d6f2b442357b6c84beab,i highly recommend it very good,none,i highly recommend it very good,i highly recommend it very good,0,1,1
01a5c4a6377d16a137975a484f588d3d,0f42926c2892dcd8785fd0c27c5876aa,i have n't received anything yet,none,none,i have n't received anything yet,0,0,1
510a11b5a7f7abea4bf533315e1eaaed,50251fd24f9307259b98c5106deb6453,in addition to the very extended delivery deadline the merchandise is still retained without updates completing exactly days since i bought the merchandise today,the very extended delivery deadline,none,none,1,0,0
f3e5336000008854dfd7e495b6170d57,aeda3634e9cb15b0f339f34392a15b45,excellent first purchase i hope it continues to be like this punctual striving for excellence,none,none,excellent first purchase i hope it continues to be like this punctual striving for excellence,0,0,1
873516f12e06ffb00ceb4c80339b9258,5dea18c7d711cbfab32281c88b2650a1,the product is good the perforated detail on the edges is fragile but with care it can be used,none,the product is good,none,0,1,0
0b9740c80aede334780599d37387228c,1fda06c4d014e1f00378d6f6e1d46cd1,terrible service they do n't deliver on time and without any kind of customer satisfaction horrible,they do n't deliver on time,none,terrible service they do n't deliver on time and without any kind of customer satisfaction horrible,1,0,-1
023f412a8513f943ca090a0812bfcf5d,9aaa81b734b180a0c3f2aa1295666bdf,product delivered on time and in perfect working condition very good,product delivered on time,product delivered on time and in perfect working condition,none,1,1,0
5486ffb5a879942f0048c9e2c9084262,95820ac4fd93f004aa579562aa61bb55,only the yellow toner has arrived so far,none,only the yellow toner has arrived so far,none,0,1,0
6ff8dfca7db730ea452b808a036248ab,68507de712879fdc905ed762ee009d0b,i received before the deadline i loved it,i received before the deadline i loved it,none,none,1,0,0
f8520bfca96df761faec14a2937e7075,bede49402c31f79ae1ea5fea8e67593f,i cancelled the product and did not receive the refund voucher,none,none,i cancelled the product and did not receive the refund voucher,0,0,-1
92618b8376bc2894ca2ac97ff1d1deca,e08f922f045b1291625cda1c4187c7a5,relógio não que eu esperava translates to the clock is not what i expected in english,none,the clock is not what i expected,none,0,1,0
97d3b16edec49316b5c53eaf6795cbbb,a5506a6537ce4b4529845b534e400848,very good excellent,none,very good excellent,very good excellent,0,1,1
a2eb7bc69578b37c9386e90bac9e19c4,7c83cd570176d1b7e42606920fd81d81,reliable store timely delivery affordable price and quality product,timely delivery,reliable store timely delivery affordable price and quality product,none,1,1,0
422c287eec2fbdb882c26042a2278404,fca3ff759e8d69e522e5d0ceebb89059,i had to buy a cable that did n't come with the adapter incomplete adapter for use,none,i had to buy a cable that did n't come with the adapter incomplete adapter for use,none,0,-1,0
7afbad655b63c0a49c1d739280b591b8,540544251975ba4515aebe0ac8525067,i bought cartridges but i only received cartridge,none,none,none,0,0,0
f595bdf94e00d40345c79aeed73dbd0c,e1e51d84ada825cd2396a682884d7c5c,if the store is the same why did they only deliver one item when two other items were missing and they did n't even inform the customer of the reason this shows a lack of respect for the customer and gives a terrible impression leaving much to be desired,they only deliver one item when two other items were missing,deliver one item when two other items were missing,none,-1,-1,0
0857872f03ef22e3dbe8391c4dd331f6,4bb9c2002502ca416276dc1ff5efb1b3,não foi entregue translates to it was not delivered in english,it was not delivered,none,none,1,0,0
6b4d02b418dda35f01bab89dc1dd939c,83f40343811b7a7641af81d74e1a7875,product with defect the watch came with a flaw in the glass and was packaged poorly i am completely unsatisfied and would like to return the merchandise,none,the watch came with a flaw in the glass,none,0,-1,0
a7398f2642a49fe1a4d48fe7123e9ce4,308256913db7cca26b82a45703a10432,product with quality,none,product with quality,none,0,1,0
0f8e2790c6eb33609495046bd6b5e9f2,7edf24d26573e36b72c670b3810ab3e0,i bought an oakley minute machine watch and it arrived as a fake of the worst quality with the invoice in someone else 's name i 'm going to take legal action against you,none,it arrived as a fake of the worst quality with the invoice,none,0,-1,0
9c8009f137e9b0e34dc23f6aa6e73d2a,5de59551c282b892ae9ff238fd557145,so far i have not received my product,none,none,none,0,0,0
beaf33e3e25cf2dd78e99a6fc031a6ab,5851a5db9fdbecd7306fcb30f6a8e2d2,at the moment i have not received my purchase and it is showing in the tracking that it was delivered,it was delivered,it arrived as a fake of the worst quality with the invoice,none,1,-1,0
31c31deec344ce8c892f9bd3c6a1b478,1e7e7546d7c254379fcbf4d36cc18589,translation packaging good quality product fast delivery unfortunately it was not well packaged and arrived with a broken product,fast delivery,product fast delivery unfortunately it was not well packaged and arrived with a broken product,none,1,-1,0
8233f43c576b4db25dea40238bca9d55,8e713b13661ae56a9bac3fdbd4cd2df8,it was delivered before the deadline very good,before the deadline,none,none,1,0,0
648bbc57ced343f46a3627155e8a6bde,99777bf515a44dca96a60ac384e333d9,the cover is for the redmi note and not the redmi note the infrared sensor is in different places absurd,none,the cover is for the redmi note and not the redmi note the infrared sensor is in different places absurd,none,0,1,0
29ffb6f92601615e450be1a608cf5d2a,ac88d96f79bb0884df747b9c38fe48f7,i did not receive the product,none,none,none,0,0,0
a5d50d016d191a62ddf7f3aab54022f6,28b6917cb6d7f6fe0540986342ec6866,very good purchase good quality arrived more than a week before the deadline so far there have been no problems,arrived more than a week before the deadline,very good purchase good quality,none,1,1,0
03009b21f8461d5a96270464aa1e82e2,6f70c9c5361a39744c5259adbec283e0,today july th so far i have not received my products that were scheduled to be delivered by july th,none,none,none,0,0,0
57779908ca8da3ef9d110f23ca48c38b,a4f60531f70dda57689ca2b1ede162f8,site and good store,none,none,site and good store,0,0,1
889a749fd6a0f84073b53da01122fe3a,5981ae276b32c4b5d69ed39efd08d0a8,how can i evaluate the product i can only evaluate the delivery time which is late by the way,delivery time which is late,none,none,1,0,0
9a514d33dca7fc5220b041297ac44d2b,026a69b8c98fbfc61de9050c41f1dd95,very good product delivered before the deadline and works very well,delivered before the deadline,very good product,very good product delivered before the deadline and works very well,1,1,1
f210d277317161b0f34c2d52d4e504cb,82ee2df3a8f23cfa9208bde62204119e,may you continue with this perfection,none,none,none,0,0,0
76251f375711ef7219f5030a50596313,5f208894ebd77e40a78e3ae42e67d828,very good product arrived in perfect condition arrived even before the deadline,arrived even before the deadline,very good product,none,1,1,0
a92ff583018978f811ce3059af6d3e9d,e69ba661394e76586286fdc88fdfa5f4,good i liked it but i wo n't be there yet,none,good i liked it,good i liked it but i wo n't be there yet,0,1,1
231c2d33ad22cc9ab4cb71774801d886,4a4b366c2487504cd4962ab3fe4bc8fa,i received within the deadline i have n't tested it yet,within the deadline,none,none,1,0,0
3cbee587d176830c953cfb2b97d942d9,960470e088ef6e37d9b9dd22f2cfb57e,the product was delivered very quickly i loved it it met my expectations,the product was delivered very quickly,i loved it it met my expectations,none,1,1,0
07f4edebdc82fb4a7e782a4db048e465,945edc9b56f1a08b87560bf946945f20,everything arrived okay product is of good quality,none,product is of good quality,everything arrived okay product is of good quality,0,1,1
e995d2badd799736fa089551eaa17db2,594ad966cb8b56ec21f4b3c9b7048505,everyone should buy here at baratheon i loved it congratulations,none,i loved it,none,0,1,0
71c1c712870bd259db8676cc5e2742f7,3821374c4cfea859896f8a3d6f2b7a5a,i never buy again they did n't have the product for delivery,for delivery,i never buy again they did n't have the product,i never buy again they did n't have the product for delivery,1,1,1
bc125729228d6092862d1363b9af6ac3,a0c2d39f96821598c6189528ce768919,very good delivery occurred earlier than expected,earlier than expected,none,very good delivery occurred earlier than expected,1,0,1
c05b74e77cde703943972816dbb27514,931fdd63ba701dba6def14b3655e0a32,i 'm not satisfied because i have n't received the product yet,none,none,i 'm not satisfied because i have n't received the product yet,0,0,1
e685227a1daae877de6e8eefa195f0ea,de937fa64e3c6113c5a4c20ec533674c,it arrived right and before the deadline,before the deadline,none,none,1,0,0
d6c7944ddf0c310b53f08407d2becd31,7cba85540e273d2d75f23ee6e88c3214,tudo de bom translates to all good or everything is good in english,none,none,none,0,0,0
b0751709f0bf33f8be42248d757b6768,e388ba23a7be5ab887a1ee138de9e8d3,delivery top delivery in just two days lannister always,delivery in just two days,none,none,1,0,0
5b84de92df997c614e5dbb2165bc0eee,19c36691fd116059bf49b7960f1db743,well i was n't very satisfied because i bought the wrong thing i did n't want a single bed sheet for a crib but a single bed sheet the fabric of the sheets is not of good quality,none,i bought the wrong thing i did n't want a single bed sheet for a crib but a single bed sheet the fabric of the sheets is not of good quality,none,0,1,0
261000f0cb26b658c3d628cd215b8061,bdc8ad2774884e6f7b10ee90761f7d5d,delivering the goods before the deadline wonderful,delivering the goods before the deadline,none,none,1,0,0
16db10bd3fb6add2822a41602aa2735c,ab06984b04c0624abda79b20ba1f985f,produto dentro das expectativas translates to product within expectations in english,none,product within expectations,none,0,1,0
3b154b4c157def879c7528064a4a0834,541d81a8afee2348b192cc10df37367c,no comments ok,none,none,none,0,0,0
c625fc3013b57a90dac13f9138d9436c,766a7aafdf6f237885465c7487a30eb7,lack of respect towards the customer as the delivery deadline is already long yet they still fail to fulfill their promise,fail to fulfill their promise on delivery,none,none,1,0,0
8736da426adddb774d5ae55a830a82d3,d9728853aba6c0bdff6723e6d7ddb310,the product came right but the packaging was very damaged i bought it as a gift and i was even embarrassed by the state of the packaging i was in doubt if the product is really original,none,the product came right but the packaging was very damaged,none,0,-1,0
6b15b6cdfdc1070ddbe822ee5b6f3ba8,08688e50bd932bdbd480bb25e55c70de,the cover came in a different color than i ordered and the film is n't glass and on top of that it 's crooked,none,the cover came in a different color than i ordered and the film is n't glass,none,0,1,0
c9ef8475a36541fe723aa294d4a9d78f,0b5d86d1d6e2e765f19774b9572b1987,ótima translates to great in english,none,none,none,0,0,0
00b0203f5935237549c310eb2a35d600,043332e857863b02677c1e075e3cc0cf,the product came just as shown in the picture arrived in perfect condition and came earlier than expected i highly recommend it i loved it,arrived in perfect condition and came earlier than expected,the product came just as shown in the picture and i loved it,none,1,1,0
ba60f590f69dc8f2569aae20544dfa85,699b7692e65138e6874b4c6f42202974,quality product and loyalty in addition to fast delivery i recommend,fast delivery,quality product and loyalty,none,1,1,0
fdd7f0e246210022305fc66460a5833e,98f7181cfa8722f0a06d9c025d5f71fe,hey i bought two products but only one was delivered i hope they deliver the memory as well waiting days for a simple product delivery is very disrespectful to the customer i think,only one was delivered waiting days for a simple product delivery is very disrespectful to the customer,i bought two products,none,1,1,0
0f6311502362c7b4e8cd0d53ac793128,806508916d09b540a66a7487473a6e7e,lannister is the best,none,none,lannister is the best,0,0,1
94151614bd1d3cf4b35c8683231d893f,e19a8635d806af6ae2d20b3de998b0c8,correct deliveries before the estimated deadline best price on the internet i love to shop with lannister both on the website and in physical stores always have promotions thank you very much very satisfied,correct deliveries before the estimated deadline,best price on the internet i love to shop with lannister both on the website and in physical stores always have promotions thank you very much very satisfied,none,1,1,0
ee20837670407a721cd5a44bae853efc,183cecca240ae6ddec6d9271f3522ef1,product within expectations good quality and nice i recommend,none,product within expectations good quality and nice,none,0,1,0
b8db6d65a576f6b9837caaa4653355fc,18248821ee955752db5292194e4b6970,i already bought from the lannister stores and the product arrived quickly but what i bought arrived and so far it 's all good,the product arrived quickly,none,none,1,0,0
ba5cc26bc4e7df529eb7309181019d9d,0d01a6e6a5ab185145f17abef2ff9f0d,new product delivered as specified in the ad i recommend,none,new product delivered as specified in the ad i recommend,none,0,1,0
cc05dbaa1995d902ed3e5962cb9b3ef2,642d9648ee8c3cd7d0a2be2b8816cc91,i think they should all be delivered together,delivered together,none,none,1,0,0
ef085510de47b0a5474e8157458c8d5c,91a31ae0b2ceeff70549db4b68d0a11e,very good device and great delivery,great delivery,very good device,very good device and great delivery,1,1,1
8c9836eb7680f2a88c0e6a9f86d97b24,482da3676133323daf4d73c1125ed257,it exceeded my expectations it arrived well before the deadline,none,it exceeded my expectations,none,0,1,0
b3a8be23dd1269e976814e9dd8b2b27f,fce6ebf0ce28cde1c71f1f4160c8e4b5,i 'm very upset because i still have n't received it and i 'm not satisfied about it if you do n't solve the shipping soon i 'll look for my rights because i already paid,i still have n't received it and i 'm not satisfied about it if you do n't solve the shipping soon,none,i 'm very upset because i still have n't received it and i 'm not satisfied about it,1,0,1
9c62b409410992f057c1e573ecc6eb6a,e495feae6785e3de6da18e3b567982bc,unfortunately the product does not have good quality and remains permanently with the light on having high energy consumption batteries,none,does not have good quality and remains permanently with the light on having high energy consumption batteries,none,0,1,0
57615f85611be3ba629f750af103fe8e,9e2d5a5568e945a766c01200f5f3cdc8,beautiful stickers and of great quality i loved it,none,beautiful stickers and of great quality,none,0,1,0
7039fac69e68383a8c9554527d271c05,472e24b86f260b32d88c77ddc166659c,the delivery speed exceeded expectations,delivery speed,none,the delivery speed exceeded expectations,1,0,1
2f1d4956d54a9d852e837409383ab6e4,9bb54391d0f998f18309470a84b2252f,i paid for the cart and had to pick it up at the post office,none,none,none,0,0,0
82c728e72682be161ff7bfcf7acd9ecf,a53f0870aa46960c914e6e0fd739304b,entrega super rápida translates to super fast delivery in english,super fast delivery,none,none,1,0,0
18086ea6e470a569de4d7b59910f7ff7,5cddc0e7aa59980c2f6018bbbde4b776,good product delivery before the expected deadline,delivery before the expected deadline,none,good product delivery before the expected deadline,1,0,1
a36426af399961525db8e3215ba59847,eb3def506468a28e922792bce17156b0,safe purchase secure purchase good price and delivery before deadline very good,before deadline very good,safe purchase secure purchase good price,none,1,1,0
37f3cbee205ebbbf1a6135a77e242bf7,e27da7442d05c49f4fa6388704a81663,original product high quality fast delivery,fast delivery,original product high quality,none,1,1,0
a1351e2cb4969170060a30e3401596e0,3fdefa9c3acc81330a96d4a049368155,i recommend to everyone,none,i recommend to everyone,i recommend to everyone,0,1,1
9d829ce8965a65cba4ac6769941949d3,737319bd7dfa30305a850b2735236896,i would like to congratulate everyone for the efficiency of the deliveries i bought a kitchen cabinet a cell phone and roller skates all of them were delivered before the deadline set by the store i am very satisfied,i would like to congratulate everyone for the efficiency of the deliveries i bought a kitchen cabinet a cell phone and roller skates all of them were delivered before the deadline set by the store,i bought a kitchen cabinet a cell phone and roller skates,none,1,1,0
486855f281755a928a35b13d9ad336f1,20f96d395d08faf685dfd963c91f0563,i did n't receive it likely reason transportation shutdown,none,none,none,0,0,0
016febd6d1da5ce4c4641ca56d09e532,d7b1b205f635a07e904e5c4069b6859d,excellent if they pre order they are very serious about what they do,none,none,none,0,0,0
e696883b06cdf9bcac6a9e30ec1ae7c7,12b69999b64f73f3cdfa23512584c8d5,the product is not exactly what i wanted there was a difficulty due to low quality in the photos and specifications when choosing but i took the risk when buying,none,the product is not exactly what i wanted,none,0,1,0
72a3a7a726de97f8927550607e48bb52,5707df1e7d1d8445c2969eec209a9433,i have not received the product if i do not receive a response by may th i will contact the consumer protection agency,none,none,none,0,0,0
7e211924b558886ca5625fa3f1e41536,a316eee6dacbc0393c28dff3568a67ee,i hated it unfortunately i was not happy with this purchase because my order is still stuck at the post office,my order is still stuck at the post office,i hated it unfortunately i was not happy with this purchase,none,-1,1,0
0073ab5e971a35e8814d542798699fd6,93670a5c977fd8e687b42178388d9ce7,the product is defective i installed it as instructed in the manual but the device did not work,none,the product is defective,none,0,-1,0
65b2a48a2bf19055fabba94e26d14d69,b3aca462b5aca4e8bca35ac69f094e8e,i recommend lannister pro store product not delivered as agreed i have already communicated and have not received a response store bought from and targaryen not credible,store product not delivered as agreed,none,none,1,0,0
d1a2d0d31700fa74502ebdd5e872b745,0e252f244129af793f666f4b89a83478,produto muito bom translates to very good product in english,none,very good product,none,0,1,0
7ac8a0ae55aa769e7f848299b23a0132,b2bf9b5f46f77b57138a5d545fe10402,great perfume good seller,none,great perfume,none,0,1,0
6aba9ce93d9c63f8ff5386dd09b9d51f,99a50db34d17b1f845a8ea04de3e747d,ótimo muito bom translates to great very good in english,none,none,none,0,0,0
c755945265ea6e0f6da0412abe08e53a,531e9bdcb32d997677a092e639fcca4c,congratulations delivery made even before the deadline reliable store,delivery made even before the deadline,none,none,1,0,0
e7b22b33f3399ab9106214f86e5edf6d,4e08bdd0a71b43ba19f8c0a89c8ce665,i have n't received my curtain yet,none,none,i have n't received my curtain yet,0,0,1
199b2fb8ba987f5e714f4c1fc41ba848,955e98990e1c4029c87982539f3bfe93,product according to the advertisement and delivery before the deadline,before the deadline,product according to the advertisement,none,1,1,0
58dcb4179b5b1ba21f81851e85a0a4d8,4f2126447b4bee203db80dfd57fa50cc,the products all came the same i paid three different prices one of them came without plastic in a cardboard box with dishwasher written on the outside the colors were different and the material was much inferior,none,the colors were different and the material was much inferior,none,0,-1,0
bda24f1fdb1350f6fc9e4c5aeae6a756,ecd05a067963a5b65651b89dcfda9995,it was delivered well before the expected deadline,delivered well before the expected deadline,none,none,1,0,0
7fc9322b4aa0f81bbb91030fb2a81d03,e6ba7ef3fa398a176291132b06cd519e,product delivered day after the issuance of the invoice,none,none,none,0,0,0
d5fcfbe49fb1eaa53955963164357c4d,2ca1f43a3b966324bcd1fee4818d01e3,i received before the deadline great store product intact,none,great store product intact,none,0,1,0
be23862dbfc37a5c80b077477181cc63,e17f744bed784a76426455ca2b4f35d0,great product delivered before the expected time highly recommend,delivered before the expected time,great product,none,1,1,0
a951de177a9e6fdacce9622c044bb1e8,cb8db0e01a5a66dedda64100960904f3,this is a very beautiful watch but it came off in small pieces from the strap,none,this is a very beautiful watch but it came off in small pieces from the strap,none,0,1,0
7482d525f2c9dec19133e4a03dd264ab,ef8aeb4a580c6270f2cae213db86a979,good product and fast delivery excellent,fast delivery,good product,good product and fast delivery excellent,1,1,1
e88c505513661bee786bcced0ddf0b61,f0c53ca3e5e7561fb1ff79116340d113,i 'm super satisfied with the website i highly recommend the product it 's very good,none,very good,i 'm super satisfied with the website i highly recommend the product it 's very good,0,1,1
fb634e97330c01a6f63812dfe289e872,7cd974a86e085cb5b455b7cffb6f4d46,the product has been delivered and meets the promised expectations,the product has been delivered,meets the promised expectations,the product has been delivered and meets the promised expectations,1,1,1
4a3eff6c3766fc2f3a5132a45d8cc83c,a1f24dcf6e5fc6b0f0cd0b265381767e,delivered well before expected the only thing that displeased me was that the balls are made of paper it could have been written in the product description but otherwise,delivered well before expected,displeased me was that the balls are made of paper it could have been written in the product description but otherwise,none,1,-1,0
7e07e6095cacf11f3f5f1f21127d5aa1,e7b87b156cde9f1d3a765da80d093d6a,my purchase came in half i bought a cell phone case and a glass film only the case came the film did not come,none,my purchase came in half i bought a cell phone case and a glass film only the case came the film did not come,none,0,1,0
159d39740cb252eefeb5ac83fb53cce8,6eac247f4bce09d7fe35d7cf903c74b3,deliver on time,deliver,none,none,1,0,0
f6fec4a96093ba4734c285881de0e4ee,a81be81673bee4a384c6b5468a606478,the best of brazil,none,none,the best of brazil,0,0,1
700b427310c1f79e19e6e4f939a890c8,63f040d4a7b09c928627e309f6c17552,translation i highly recommend it excellent work because i received the products well before the deadline thank you for the agility,thank you for the agility,none,translation i highly recommend it excellent work because i received the products well before the deadline thank you for the agility,1,0,1
3e45b1a0b220474c84e93b40d02082e0,77c65697055f082d537f537f084f9fae,first one item arrived within the deadline the other two were dated for days after much complaint they sent the other two so there is no coherence with the advertising i prefer to buy from shopping time,within the deadline the other two were dated for days after much complaint they sent the other two,none,none,-1,0,0
565b22459443e7c112d455b55151114d,e9ce0279862b38f35d997c12b11ab61c,it was n't exactly the product in the photo,none,it was n't exactly the product in the photo,none,0,1,0
7e2479fde9e44dbfe6a207dd5114644e,70644768ae200b063d8fc6d47cc85ce4,it exceeded my expectations the lamp has a great size and is beautiful delivery was made much earlier than expected satisfied,delivery was made much earlier than expected,the lamp has a great size and is beautiful,none,1,1,0
2f3cf52b0762b0ff99a0f2cb539965eb,15835b4cf971838ce051b97200baa5ac,good quality product with good finish,none,good quality product with good finish,good quality product with good finish,0,1,1
36e4917af858c7ac43d506a7abef4c9e,801314f233a6117edb05a2c9dec436db,i highly recommend as always very satisfied delivery made much earlier than stipulated congratulations,delivery made much earlier than stipulated,none,none,1,0,0
f28b2d3524f86a0501189aab29bbd7b5,02d63a39dc1b1a296141b46d3db19415,the product was not delivered there was a need to pick up at the post office,none,the product was not delivered,none,0,1,0
0f765ccc916eceab8295d816603f3474,9e9d1406a904f8e28018211f22403b69,i liked it a lot it was fast practical and excellent it was my first purchase on the internet and honestly i was afraid of being scammed but i recommend it everything went according to plan and i am very satisfied,everything went according to plan and i am very satisfied,it was fast practical and excellent,i liked it a lot it was fast practical and excellent it was my first purchase on the internet,1,1,1
1499de0b00d2fde6dd0cbebf49833e89,062bddc5be851fec2b59598cc33498cd,i received the wrong product i have n't received any contact from the company yet,none,none,none,0,0,0
0042c17cf2e1c6c6442ec6f3b7c1a7fd,c02f5eada28376633fcc3dd13a9052b7,i would like to give a tip regarding the packaging of the delivery it could be inside a box to prevent the product from being damaged or to avoid possible breakage,to prevent the product from being damaged or to avoid possible breakage,to prevent the product from being damaged or to avoid possible breakage,none,-1,-1,0
933dfa39094550ecc5f4f95bb63f2260,ea11e787b7c89e4884a0fa8fb65be3fb,product does not work,none,product does not work,none,0,-1,0
b4643bfbb8051487da92b280640ca2ba,5f2f36a9d5be0e9e97a5b412f4519ba6,so far my product has not arrived it is still in transit unfortunately i hope it arrives soon,it is still in transit,none,none,1,0,0
b3c6bf6d28538218ccc3e044a1a5265e,5a40c1e92e3512536d5910f21f5e1856,puffs arrived before the deadline everything is alright,arrived before the deadline,none,none,1,0,0
1f2585fd7bf80d82fccb97c0208778ae,0a7beb2015960a4d8c4ec8bbde5a1f5f,i did n't receive the product,none,none,i did n't receive the product,0,0,1
75b7e9ef48fcea1db4a63bed17fc0b34,742ba39f629d08705cf64769ff41dd3e,the cd or download link for the pre installed windows is missing as well as any proof that it is a genuine windows,none,the cd or download link for the pre installed windows is missing as well as any proof that it is a genuine windows,none,0,-1,0
d255821a10613ddaadd496144daf8112,26e3479944a2474469bd497d2b01ab24,product of great quality i recommend,none,great quality,none,0,1,0
7aad9d637bc361bc409504bb3f67b993,5a19541418a06483600ae1e9a751d61a,a responsible and customer focused company highly recommend,none,none,none,0,0,0
e200a27b66131effca1db0d5a1e18c5d,bc0198f5ae1390929c3106becf240aae,very beautiful i loved the stripes the fabric is great and the hems are well embroidered and delicate,none,the fabric is great and the hems are well embroidered and delicate,none,0,1,0
761abc6d2f02f381c4374b1d718a23c8,ba4ff7bab012df64eed239c402ba6a0d,product delivered correctly before the stipulated deadline satisfied,product delivered correctly before the stipulated deadline,none,product delivered correctly before the stipulated deadline satisfied,1,0,1
8e0c1523095cba7fb0ecf560bc9637a3,4f1482e926881ff58f7384a6e6bd0771,so far i have n't received my product i 'm waiting and you have n't given me any updates,i have n't received my product,none,so far i have n't received my product i 'm waiting and you have n't given me any updates,1,0,1
f35d4b71a2513828ca5ea1aed1be4303,dd44c368afd216d847ae08235e7e0089,the product is well made very sturdy the delivery happened before the final deadline,delivery happened before the final deadline,the product is well made very sturdy,the product is well made very sturdy the delivery happened before the final deadline,1,1,1
f3b4abb5fed93f6d8b763b2a867a3cf1,89a52f9735ee199f8c4583cd8d77de4c,i bought units but only came,none,i bought units but only came,none,0,1,0
5870cec90273a998c2e20ce783b319b1,2a2169e99fd0582e2322bce30ab5207b,i am satisfied with the purchase,none,none,i am satisfied with the purchase,0,0,1
4e35d10e39e1a9c454fd220f9a79209d,7ba66cc7f94f613ad60852e42e42e7e7,despite the model being compatible with the printer it does not accept the toner i tested the toner i bought from somewhere else this one too phaser and the printer read it normally,none,the toner i bought from somewhere else,none,0,1,0
f3dfac5b9e33de6b4f5e804cb01b8392,f3f20a355feba5a3e09b1133932f992f,excellent the product arrived correctly i recommend the lannister stores thank you very much,none,excellent the product arrived correctly,none,0,1,0
c073c98ae028274b9bd586688a1ff02f,530ed5c74fd86562fe50456702b65599,it 's difficult to buy because of the expensive shipping,expensive shipping,none,none,1,0,0
ccbac63925f8bc20894e77ced62e265b,12b490136db583be9f294988ccdce8b1,my product has not arrived yet so i do not recommend it respect is built,my product has not arrived yet,my product has not arrived ye,none,1,1,0
7092128e42e819a5c1b9e70216564dfc,c276a6bf017d697f864fa8b703ce1b36,i want my product,none,i want my product,none,0,1,0
0b5ee5955a27cf436f2c69c32e95f5b6,56259896085ecf2a38806e4f171032c0,translation evaluation of the seller,none,none,none,0,0,0
68160ba199e9b65869c10aca2d695704,117f055ca23c0229d5cef27ba164f90d,expensive and of terrible quality,none,expensive and of terrible quality,expensive and of terrible quality,0,-1,-1
3d89b9e607b9b5c61d3f6137450a07aa,2739ecbc7e87995e0d2efb6f603f6c2c,i 'm still waiting for the product and nothing,none,i 'm still waiting for the product and nothing,none,0,1,0
350ae2a5691d7e10fdb96c3dc03ca0e2,95d825d3c9ac0db6ca8f1e567cec7586,i recommend quality material at a very good price,none,i recommend quality material,none,0,1,0
273b1f0d4e4cd3400e90d3d426f33b35,4ecdafc07882d357b5607a05e3a1a46f,the product came different from the original order i bought one model and they sent me another i was not satisfied with the purchase i have already made a complaint to lannister stores,none,i bought one model and they sent me another,none,0,1,0
65475ecc7c2e5c97592116fed7b1e680,37f911dd56e9bd520b23d4ea1fd65236,the movie arrived broken wrong size,none,wrong size,none,0,-1,0
231c1a8d11ae38448575a85ddf583d1a,b76d4cfacc6733093c4f0fd3198d91b0,arrived well ahead congratulations,none,none,none,0,0,0
